Age,Income,EducationYears,EmploymentStatus,Purchase
51,78066,17,0,0
30,88721,15,0,0
26,53771,13,1,1
55,92004,16,0,1
43,73592,17,1,1
23,69850,16,0,0
32,73498,12,1,1
48,60091,17,0,1
23,56997,15,0,0
43,76777,13,0,1
23,51798,13,0,1
42,60934,16,0,1
52,90836,13,0,1
43,62330,14,1,0
54,84840,16,1,1
40,42241,15,1,0
20,73854,17,1,1
59,88409,12,0,1
51,48648,13,0,1
59,92201,15,1,1
36,58628,12,0,0
42,71355,15,1,1
48,45247,17,1,0
47,88747,12,1,1
29,91589,15,1,1
51,60290,16,1,1
35,89844,14,1,0
57,98071,13,0,1
21,65804,14,1,0
56,58874,12,1,1
35,49556,12,0,0
43,79608,16,1,1
25,86141,16,1,1
39,70590,16,0,0
51,45416,12,1,1
21,68909,13,0,0
40,78078,16,1,1
31,72715,17,0,0
26,67543,17,1,0
28,66496,16,0,0
22,99241,12,1,0
54,87859,14,0,1
35,56730,16,1,1
30,80665,16,0,1
35,78052,13,0,0
58,89582,17,1,1
38,53625,17,1,0
26,73309,16,0,0
53,51497,15,0,0
51,81493,15,1,1
31,93898,16,0,1
47,55863,15,1,1
43,78772,12,0,1
30,99344,16,1,1
25,99120,15,0,1
22,77337,16,0,1
52,48961,12,0,1
36,76978,13,1,1
45,65965,13,0,1
32,99699,12,0,1
38,79082,14,0,1
42,93897,12,1,1
30,81970,14,1,1
50,86261,13,0,1
23,57478,17,1,1
28,48459,12,0,0
49,76417,17,0,1
33,97543,13,0,1
45,93588,16,1,1
46,71849,14,1,0
44,96035,15,0,0
32,57191,15,0,1
31,53806,16,0,0
55,61027,16,1,1
58,72897,13,0,1
22,54987,15,0,1
29,75728,13,0,1
28,75065,12,0,0
30,51230,13,1,0
37,87023,14,1,1
37,97744,13,0,1
36,65554,12,0,0
52,52011,15,1,1
57,75833,17,1,1
25,80421,14,0,1
29,85387,14,1,1
25,63867,12,0,0
35,59161,14,1,1
41,50776,17,0,1
54,48638,13,1,1
58,91433,17,0,1
52,93355,17,0,1
42,86361,15,1,1
29,51482,14,1,0
35,75828,17,0,0
36,40145,16,1,1
46,59497,15,1,1
39,70038,16,1,1
20,71630,16,0,0
49,47492,14,1,1
22,67155,16,1,0
38,91915,15,0,0
41,95903,13,0,0
59,62899,13,0,0
41,93381,15,0,1
25,49573,17,0,1
20,74549,14,0,0
27,77680,13,1,1
53,97795,13,0,1
29,91697,15,0,1
39,81720,16,0,1
27,56881,17,0,1
42,91230,17,1,1
28,65986,15,1,0
20,64422,14,1,0
46,66935,15,1,1
41,84470,13,1,0
54,77943,15,1,1
32,41048,17,1,1
29,66103,16,1,1
39,45889,12,0,1
43,89078,15,0,0
53,90356,12,1,1
50,54996,16,1,1
32,66261,16,1,1
55,45447,13,0,1
35,64982,13,1,1
52,77977,12,1,1
55,96196,13,1,1
39,64059,13,0,1
49,74128,14,0,1
49,95797,15,1,0
56,95335,14,0,1
49,46678,13,0,0
26,86380,15,1,1
40,85672,14,0,0
38,51880,15,1,1
23,67201,14,1,1
41,60424,16,1,0
29,75955,15,1,1
31,72810,16,1,1
49,40245,13,0,0
32,83656,13,1,1
36,83447,15,1,1
53,48647,15,0,0
46,94591,15,0,0
46,55900,13,0,1
29,93864,15,1,1
23,71078,14,0,1
36,51604,13,1,0
21,78499,13,0,1
52,82422,13,0,0
28,53803,12,0,1
42,85684,13,0,0
47,80186,16,0,0
25,60295,13,1,0
49,49129,15,0,0
44,47373,16,1,1
37,98301,17,0,1
55,45688,14,1,1
31,66259,15,1,1
49,70793,16,0,1
59,74910,12,0,1
39,41655,14,1,1
50,40933,17,0,1
40,54444,16,1,0
59,72127,12,1,1
36,74637,15,1,1
30,69934,15,1,1
56,95646,16,1,1
57,51073,17,1,1
41,91788,15,0,1
20,58422,13,0,0
38,61636,16,1,1
39,70809,12,0,0
32,45482,17,1,1
49,80987,13,0,1
20,74825,13,0,1
26,69768,17,0,1
39,60925,16,0,0
29,84387,15,0,1
36,54744,12,1,0
34,69153,16,1,0
21,45641,14,1,0
49,65983,17,1,1
39,82097,16,1,1
41,79492,14,0,1
44,97105,14,0,1
40,71730,13,1,1
49,56874,17,0,0
58,43138,15,1,1
25,82901,16,1,1
37,99510,16,0,1
28,75083,14,1,1
51,88738,12,1,1
50,54461,16,1,1
54,65565,17,1,1
41,79395,14,0,1
57,83668,16,1,0
44,99583,16,0,1
54,70622,13,0,1
23,82480,16,1,1
31,56540,17,0,0
51,48933,14,0,1
38,53786,17,0,0
46,58132,17,0,1
56,58467,17,1,1
41,51954,14,0,0
50,61038,15,0,1
21,84115,12,1,0
47,59869,15,1,1
33,86686,13,0,1
38,41072,17,0,0
23,60764,15,1,0
42,47119,15,1,1
56,59620,15,0,1
53,48817,15,0,1
39,62282,12,0,1
50,52229,12,0,1
36,51923,12,0,0
35,66754,17,1,0
50,82365,14,1,1
20,49457,16,1,0
36,70406,16,1,1
43,51200,14,0,1
36,82041,12,0,1
32,47044,12,0,1
20,51776,13,0,1
20,62358,16,1,1
21,49175,15,0,0
47,47178,14,0,1
54,93126,16,1,1
42,78846,12,0,0
52,99360,14,0,1
31,82307,17,1,1
27,69220,14,1,1
48,90913,14,1,1
52,48830,12,0,1
53,75040,15,0,1
45,79942,13,0,1
46,64261,16,1,1
25,89253,13,1,1
37,72575,16,1,1
54,61583,12,1,0
58,62361,13,0,0
24,76883,16,0,1
42,86465,14,0,1
47,63531,15,0,1
20,63064,13,0,0
22,66837,13,1,1
22,44322,13,1,1
40,88782,14,0,1
39,91828,14,1,1
50,68034,12,0,1
48,55943,14,1,1
52,47269,13,1,1
47,63831,17,0,1
51,42742,12,0,0
56,40422,16,0,0
56,50527,14,0,1
30,73473,13,1,1
54,71743,12,0,0
48,79015,12,1,1
32,50683,13,1,1
30,62266,16,0,1
28,59473,13,1,0
22,42100,17,0,0
50,52749,17,1,1
31,85854,17,0,1
37,68515,15,1,1
41,93561,14,0,1
58,71574,16,0,1
36,64787,15,1,1
38,46395,13,0,0
57,98780,15,1,1
44,61830,14,1,1
29,43265,14,0,0
59,52793,12,1,1
57,77893,16,1,1
41,62027,15,0,1
39,73845,12,1,1
20,57754,14,1,1
32,69432,16,1,1
47,62319,16,1,1
55,86401,16,1,0
28,41893,16,0,0
32,71402,14,0,1
32,84479,17,0,0
42,63712,14,1,1
53,54859,13,1,1
32,48082,17,0,0
26,93887,14,0,0
41,84568,14,1,1
32,98500,13,1,1
41,48071,14,1,1
32,62048,12,1,0
36,69071,13,0,1
49,46145,16,0,1
49,46513,13,1,1
21,99480,12,0,1
54,52197,12,1,1
48,71606,13,0,1
57,91793,17,0,1
38,60852,12,0,1
48,99423,13,1,0
36,63455,17,1,1
56,65032,13,1,1
29,48129,13,0,1
45,60852,15,0,1
53,60209,17,0,1
44,70772,14,1,1
43,64832,13,1,1
21,44765,14,0,1
28,61377,13,0,0
40,72921,17,0,0
50,69506,17,0,0
47,63596,15,1,1
47,96082,17,1,1
32,87828,15,0,1
53,88359,13,1,0
29,64545,14,0,1
46,68157,17,0,1
26,92511,14,1,1
34,96181,17,0,1
43,86212,13,0,0
29,92904,15,0,0
22,93219,12,1,1
56,76216,14,1,1
56,41907,14,0,1
58,80546,16,1,1
39,84414,14,1,1
48,49623,13,1,1
38,63134,14,1,0
40,40312,13,0,0
22,57849,15,0,0
20,81987,14,1,1
46,48525,17,1,1
48,94958,13,1,0
49,50523,16,1,1
22,59950,13,1,1
31,46240,13,0,0
46,47171,17,1,0
20,77986,12,0,1
50,86820,16,0,0
36,75083,16,0,1
41,69371,16,0,1
28,46247,12,0,0
31,90646,15,0,1
44,81361,14,1,1
37,42204,15,0,1
56,75495,15,0,0
55,75906,17,0,0
32,65396,15,0,0
36,88985,12,0,1
40,83664,17,0,1
34,43756,13,0,0
51,91823,17,0,0
58,54064,15,1,0
54,49334,15,1,1
56,57751,12,1,1
41,53557,15,1,0
38,49962,13,0,1
53,75972,12,0,1
20,45964,16,1,1
35,72199,17,0,1
49,53290,17,1,1
44,71255,13,1,1
36,79000,14,0,1
20,92671,13,1,1
44,78097,13,0,1
42,80692,16,1,1
45,51179,13,0,0
27,80668,14,0,1
21,85509,17,0,0
36,82346,17,1,1
34,52630,15,0,0
43,86895,13,0,1
32,56378,16,0,1
38,80553,16,1,1
38,58050,17,0,1
56,79621,13,0,1
40,99798,16,0,1
23,69425,14,1,0
56,94547,15,1,1
59,54036,14,0,1
37,88678,17,1,1
42,90514,17,1,1
38,75465,12,1,0
55,58519,17,0,1
56,60291,15,0,1
54,81094,15,0,1
24,94412,12,0,0
50,56619,12,1,1
53,55497,12,0,1
59,41050,16,1,0
35,50221,16,1,1
47,48649,14,1,1
25,59083,14,1,0
43,42501,17,0,1
39,60736,14,1,1
33,58375,14,1,1
40,83446,13,0,0
46,65405,12,1,1
51,79625,17,0,1
35,91612,15,1,1
37,92304,12,0,1
58,64622,17,1,1
38,57716,14,0,0
58,47124,16,0,1
36,82619,16,1,1
45,93032,12,0,0
33,98229,14,1,1
31,62110,17,0,0
38,83534,14,1,1
37,41576,14,1,0
50,44052,17,0,1
56,49601,12,0,1
45,86764,15,1,1
25,53852,15,1,1
44,81465,12,1,1
57,74187,12,1,1
56,63525,16,0,1
23,94973,14,1,1
22,60987,16,0,0
48,58114,14,0,1
21,98657,15,0,1
39,64187,17,1,0
49,65112,12,0,0
56,43332,17,1,1
50,67556,17,1,1
20,79090,16,0,1
51,98460,15,0,1
41,54981,15,0,1
47,52253,16,1,0
40,96754,13,0,1
23,80535,14,0,1
20,72037,16,0,1
50,50759,16,0,0
42,84750,12,1,1
28,75936,15,1,0
29,41890,12,0,1
58,83629,14,1,1
48,89859,13,0,1
27,49576,13,0,1
54,66566,16,1,1
56,69796,16,1,1
33,72492,16,0,0
46,83937,13,1,1
36,78334,15,1,1
25,57980,12,0,1
26,65844,13,1,1
33,58821,13,0,1
45,97988,16,1,1
42,54699,15,0,0
32,67820,14,1,1
44,99284,17,0,1
24,52322,17,0,0
36,94585,13,0,1
27,85051,15,0,1
56,88254,14,1,1
46,98720,16,1,1
45,45746,12,1,1
45,41175,13,0,0
51,64916,15,1,1
46,88629,14,0,1
20,98456,13,1,1
58,63694,12,1,1
51,98830,16,1,1
30,86458,13,0,0
58,83542,17,0,1
22,42182,14,1,0
37,63545,16,0,1
24,48036,17,1,1
53,70908,17,0,0
23,79421,12,0,0
38,74033,12,1,1
31,87862,15,1,0
23,72116,15,1,0
27,93036,12,0,0
54,82836,12,0,1
31,58027,16,1,0
56,84411,15,0,1
54,86395,12,0,1
40,98943,13,1,1
33,95496,16,1,1
32,66946,15,0,0
47,67427,14,1,1
28,42489,17,0,0
45,79373,15,0,0
33,77097,12,0,1
21,65932,15,0,1
51,43053,17,0,1
34,75186,17,1,1
52,44921,14,0,1
57,77426,16,0,1
46,93526,14,1,1
44,59588,15,0,1
40,42090,17,0,0
37,86010,17,0,1
46,65642,17,1,1
32,92712,12,0,1
21,98861,12,0,1
22,42923,16,0,1
39,90720,16,1,1
46,74166,12,0,1
57,81925,17,1,1
27,69291,15,1,1
42,99528,12,1,1
24,85760,14,0,0
46,68975,17,1,1
59,57756,17,0,1
33,81655,14,0,0
24,80792,16,0,0
42,54228,17,0,0
56,76225,12,0,0
31,93849,13,0,0
31,47479,17,1,1
28,41903,15,0,0
58,98405,12,1,1
48,89056,13,1,1
50,82289,14,1,1
43,83333,15,1,1
34,74192,16,1,0
51,80744,14,1,1
42,43980,16,1,1
37,53808,15,0,0
35,44055,12,0,1
56,41625,16,0,0
33,61738,14,1,0
21,94081,14,0,0
28,86998,17,0,1
33,67969,12,0,1
36,54519,16,1,1
37,72077,12,0,1
33,90325,17,1,1
38,81318,17,1,1
49,82108,13,0,0
58,74106,15,1,1
34,50383,15,0,1
57,79542,14,0,1
59,86791,13,0,0
29,46839,15,0,0
27,52681,13,0,1
37,55129,15,0,0
53,55615,13,0,1
48,69426,13,1,0
25,58139,16,1,1
52,45813,14,0,1
35,58392,17,1,1
21,59170,15,1,0
41,99821,13,0,0
24,92120,16,0,1
56,72591,14,0,1
57,85570,17,0,1
41,75116,12,0,1
47,90687,14,1,0
48,50622,15,1,1
52,53060,15,0,1
55,61895,14,1,1
34,60505,13,1,0
36,72718,17,0,1
29,85981,15,1,1
35,79253,13,0,1
40,54994,17,0,1
47,66102,16,1,1
45,41518,16,0,0
36,95819,17,0,1
20,91045,15,0,0
20,67659,14,1,1
33,55873,13,1,0
55,87311,17,1,1
26,57140,17,1,1
59,70608,14,1,1
44,91611,13,1,1
52,83687,13,0,1
20,54879,14,0,0
56,56740,16,1,0
58,97033,15,1,1
33,55015,17,0,1
23,54126,14,0,1
58,52872,12,1,1
29,77412,13,0,0
32,62818,14,0,1
32,72939,14,0,1
54,97095,16,0,1
34,89274,15,1,1
59,65251,13,0,0
33,50106,14,1,1
56,42457,17,1,1
25,63947,17,1,1
20,73826,16,0,0
34,79447,16,1,1
45,42151,17,0,0
46,99836,14,1,0
33,46545,14,0,0
42,49908,12,0,1
55,53269,13,0,0
34,64026,17,1,1
36,47278,15,1,1
34,41786,12,1,0
37,92427,13,1,1
37,80825,14,0,0
24,89186,17,0,1
36,81206,12,1,1
54,49346,15,0,1
54,81033,12,0,1
23,50607,17,1,1
33,86500,13,1,1
28,84669,15,0,1
55,83393,14,1,0
20,78074,14,1,0
47,72055,15,1,1
47,92797,14,1,1
29,84489,17,1,1
21,80747,13,1,1
59,83851,13,0,1
55,75604,13,0,0
55,87140,14,0,1
57,72363,12,1,1
55,53368,14,0,0
44,64531,16,1,1
42,71670,12,0,1
57,63239,14,1,1
45,78834,15,0,1
24,92026,17,1,1
33,65507,13,0,1
33,81990,14,0,1
42,44641,16,0,0
42,64792,14,0,0
59,57041,17,1,0
55,75560,12,1,1
32,51183,13,0,0
36,93553,14,1,0
43,82549,14,1,0
23,70344,14,0,1
30,67638,14,0,1
59,89885,12,0,1
30,71537,13,1,0
37,40536,12,0,0
43,51932,12,0,0
43,95584,16,1,1
50,84371,16,1,1
43,92526,12,1,0
47,70536,13,1,0
30,66488,12,0,1
40,92569,17,1,1
29,82128,16,0,1
25,43532,15,1,0
50,71990,16,1,1
49,45283,12,1,1
47,87998,12,1,1
38,96555,12,0,0
27,58558,14,1,1
34,80551,16,0,1
20,78200,12,1,0
20,79459,16,1,1
30,56413,17,1,1
36,46990,15,0,1
39,77581,12,1,0
34,77997,14,0,0
22,62922,17,0,1
20,51152,13,0,1
25,78275,14,0,1
41,60223,15,1,0
44,96597,13,1,1
56,86622,13,0,1
57,49883,16,1,0
29,68263,17,0,1
49,52938,15,1,1
49,48503,16,1,1
36,72608,14,1,1
46,90441,16,1,1
23,41498,13,0,0
43,87709,14,1,1
25,69679,16,1,1
48,67515,15,0,1
31,96755,14,0,0
47,83028,12,1,1
43,66524,12,1,1
26,91758,16,0,1
48,94135,12,1,1
28,74712,12,1,1
32,99168,14,1,1
42,96203,16,0,1
40,52351,12,0,0
57,92420,17,1,1
51,78411,17,0,1
53,61019,13,0,1
25,43240,14,0,0
51,49997,15,1,1
53,60222,13,0,0
28,84090,16,1,0
52,74944,16,0,1
21,62692,15,0,0
38,54116,16,0,1
49,70795,17,0,0
49,69333,16,1,1
46,43446,16,1,0
25,45580,12,0,0
25,45853,16,1,1
53,49966,15,1,0
58,71734,15,0,0
20,67608,15,0,1
40,58058,17,1,1
53,79575,16,1,1
34,94018,16,0,0
59,95903,16,0,1
22,64028,14,1,1
47,69371,14,1,1
28,78263,14,0,0
57,66668,12,0,1
39,52076,12,1,1
22,84374,14,1,1
27,61444,15,1,0
55,55688,14,0,1
59,64454,17,1,0
34,48340,14,0,0
53,44536,16,1,1
27,84866,17,1,1
36,53907,12,0,1
44,48563,14,0,0
50,77933,17,1,1
58,63108,16,1,1
27,94527,13,1,1
57,41862,16,0,1
39,77560,13,1,1
35,90280,13,0,1
47,60308,14,0,1
30,45688,17,0,1
37,61153,17,0,1
51,82393,15,0,0
52,72649,12,1,1
48,82074,12,1,1
25,43029,17,1,1
46,43789,14,0,0
53,98320,15,0,1
57,52697,13,1,1
30,48074,15,0,1
26,90043,16,0,1
57,66555,13,1,1
51,63359,16,0,0
49,77125,14,0,0
43,60618,15,1,0
40,69586,17,0,1
34,50347,12,1,0
22,60117,16,1,1
26,62330,13,1,1
40,81647,16,0,1
43,79268,16,1,1
36,95746,17,0,1
40,95161,15,1,1
41,66057,12,1,1
36,82041,15,1,1
22,72659,14,0,1
55,74920,14,1,1
58,78585,13,0,1
27,49703,17,0,0
53,42354,13,1,1
41,70446,17,1,1
30,98013,12,1,1
25,78663,14,0,1
41,44619,15,1,0
24,62103,15,0,0
59,91574,16,1,1
33,42120,17,1,1
36,64215,13,1,1
48,88512,17,1,1
33,67930,12,1,1
33,98869,13,0,0
43,88468,16,0,0
24,91904,15,1,1
37,88465,17,0,1
50,92447,13,0,1
31,72692,17,0,0
37,83717,14,1,1
28,84807,17,0,0
36,99895,15,1,1
46,50533,16,1,0
54,61524,16,1,1
56,77484,12,0,1
20,64937,16,0,0
28,60564,14,0,0
55,90334,16,1,1
33,46543,12,1,1
40,66534,13,1,0
53,74972,14,1,0
37,88433,14,1,1
26,63125,13,1,0
37,51758,16,1,1
49,62489,13,1,1
54,75727,12,1,1
51,97776,14,0,1
40,75939,16,1,1
43,68280,15,0,1
44,91048,12,1,0
31,72112,16,1,1
38,84235,17,1,0
29,83473,16,0,0
29,76343,13,1,1
49,95722,17,1,1
53,80508,16,1,1
51,42459,15,0,0
42,54304,16,0,1
45,50118,17,1,1
25,98170,13,1,1
55,77677,16,1,1
38,70316,14,0,0
42,87848,13,0,1
53,64553,12,1,1
34,70102,14,0,0
53,71884,15,0,0
59,81301,17,0,1
58,59840,13,0,1
25,53468,17,1,1
21,56939,14,0,1
25,88867,14,0,1
58,80944,13,1,1
51,50689,15,1,0
53,59831,17,0,1
21,86479,12,0,0
40,53005,12,1,1
58,82103,13,1,0
59,40127,16,0,0
40,88405,14,0,0
33,49218,17,0,0
39,84518,15,1,1
45,70350,14,0,1
21,66644,17,0,1
25,85937,16,1,0
25,86615,15,0,0
44,46178,14,1,1
46,68262,13,1,1
48,71990,16,1,1
54,63880,14,1,1
44,67414,14,0,0
40,93255,13,0,0
37,99188,16,0,1
20,55167,13,1,0
54,96321,13,0,1
50,81928,12,0,1
26,58395,17,1,1
24,74018,13,0,0
28,90333,15,1,1
39,88058,13,0,0
23,53534,16,0,1
52,63433,14,0,0
23,42108,15,0,0
59,56208,12,1,1
46,78902,14,1,1
39,78519,13,1,1
32,53544,14,0,0
20,65433,16,0,0
41,51233,13,1,1
40,54657,14,0,0
22,75745,17,1,1
20,62482,13,1,0
37,71004,16,0,1
52,74608,17,0,1
54,96043,16,1,1
25,55976,15,1,0
58,47733,13,1,1
38,69522,14,0,0
38,77190,16,1,1
52,99939,15,1,1
58,68521,12,1,1
44,69065,17,0,0
20,75096,14,0,0
28,95170,13,1,1
53,94299,12,1,1
23,73648,16,1,1
31,45310,15,0,0
21,47746,16,0,0
46,44175,16,1,0
44,77506,16,1,1
42,78475,15,1,1
24,68443,17,0,1
33,68783,16,1,0
56,45998,15,1,1
38,93519,17,1,1
45,76900,16,0,1
20,58775,14,0,1
21,62413,12,1,1
48,84338,14,0,1
39,61833,12,0,1
51,86678,14,0,1
40,82742,16,0,0
31,50341,16,1,1
39,99196,17,0,1
51,74447,15,0,1
29,69609,16,0,1
35,46331,12,1,0
53,87198,14,0,1
40,56909,12,0,0
28,76842,12,1,1
25,55940,13,1,1
35,62082,12,0,1
38,60758,15,0,1
29,62475,16,0,1
26,94140,15,1,1
22,76438,13,0,1
33,91805,13,1,1
42,82404,13,1,1
22,96418,17,0,1
44,44576,16,1,0
48,50848,13,1,1
48,83928,12,1,1
40,52088,17,1,0
44,73690,17,1,1
27,73896,14,1,1
33,94646,12,0,0
42,68404,14,0,0
42,69394,16,0,0
57,83843,13,0,1
37,62488,12,0,1
41,43410,15,1,0
40,76469,16,0,0
22,52313,16,0,0
33,50015,12,1,1
30,45560,14,0,0
22,73321,12,1,1
26,54604,16,0,1
35,45682,16,0,0
25,87151,17,0,0
36,51528,15,0,0
34,71623,13,1,1
47,56489,14,1,1
28,80309,15,0,0
25,58074,14,0,1
29,79502,17,0,1
55,66846,13,1,1
28,76904,16,0,1
57,45806,12,0,0
24,53962,13,0,0
24,69515,15,0,1
59,57534,14,0,1
31,82952,13,0,0
40,45521,14,0,1
28,55395,12,0,1
52,91838,13,1,1
54,40928,12,0,0
57,47923,15,1,1
40,66506,14,0,1
39,56206,15,1,1
24,80580,13,1,1
53,78848,13,0,0
35,96101,14,1,1
56,66914,16,1,1
44,94325,15,1,1
56,95892,17,1,0
43,71685,12,0,1
52,72382,13,1,0
48,95695,15,1,1
22,59981,12,0,0
26,93958,14,1,1
22,70316,13,0,0
43,51759,16,0,1
35,48494,12,1,0
47,87218,17,1,0
23,81724,15,0,0
49,96515,14,0,1
22,42536,12,0,0
42,66869,12,1,0
20,40172,16,1,0
20,54387,17,1,0
53,75597,13,0,0
35,40781,13,0,0
26,67015,12,0,1
21,95770,14,1,1
20,45810,17,1,1
41,71584,15,1,1
37,72614,17,0,1
26,76634,16,0,0
32,70028,13,0,0
29,59247,16,1,1
34,96431,17,1,1
26,55601,16,0,0
51,76541,13,1,1
21,75223,14,1,1
50,79938,16,0,1
52,87539,13,1,0
44,78867,17,1,1
55,83219,14,1,1
31,55497,16,1,0
40,96740,15,0,1
22,65554,17,1,0
32,48480,14,1,1
37,89041,16,1,1
40,41413,16,0,1
52,49886,14,0,1
21,98361,14,1,0
21,41845,15,0,0
54,42817,16,1,0
27,61626,14,0,0
43,91644,14,1,0
59,52361,12,1,1
21,58914,16,0,0
42,92876,16,1,1
33,68345,12,0,1
30,44790,15,1,1
57,90814,15,1,1
22,96520,13,0,1
57,94310,12,1,1
22,69751,13,0,1
51,99966,15,0,1
55,68634,12,0,1
47,80331,16,0,0
45,80947,15,0,1
30,96113,14,1,0
58,94141,13,0,1
58,59908,14,1,1
44,62661,16,1,1
50,91501,13,1,0
30,48481,13,1,1
23,60212,13,0,0
26,67480,15,1,1
29,72716,12,1,1
21,45981,14,1,0
29,90368,15,1,1
45,69765,17,1,1
36,73768,14,1,1
27,77293,12,1,1
21,73618,13,1,1
20,60146,14,1,0
43,79970,14,1,1
46,54842,15,0,1
40,50303,13,0,0
44,59985,17,0,0
26,69581,15,1,1
40,87189,13,1,1
56,68133,17,0,1
25,61450,17,1,1
27,80515,16,1,1
48,68561,12,0,0
28,53490,17,0,0
59,99619,15,1,1
52,97932,17,1,1
34,47535,17,1,1
37,98544,16,1,1
48,55810,17,0,0
25,87761,14,1,1
49,83548,16,0,0
39,50512,17,1,0
34,74820,17,0,1
44,55392,12,1,1
27,59121,13,1,0
34,64657,17,0,1
46,91143,16,1,1
51,73810,16,1,1
33,85368,13,1,1
50,73862,13,1,1
26,41986,16,0,0
54,49784,13,0,1
58,51730,14,0,1
22,90022,12,1,1
57,61304,13,1,1
59,45776,14,1,1
21,44838,13,1,1
21,67799,16,0,0
42,41817,17,0,1
30,97142,12,0,1
34,85612,17,0,1
41,64436,15,1,1
59,71831,12,1,1
47,66963,12,0,1
43,98028,17,1,1
20,58335,15,1,1
57,62622,14,0,0
27,84129,17,1,1
31,50264,14,0,0
23,65558,14,1,1
39,97249,12,0,1
52,40723,14,0,0
27,91102,15,1,1
59,68669,14,1,1
28,40602,14,1,1
30,67170,17,1,0
41,75796,17,1,0
56,93988,16,1,1
33,52369,14,0,0
50,59984,15,0,1
49,66927,16,1,1
46,87930,16,0,1
28,96027,16,0,1
39,95129,17,0,1
42,63202,15,1,1
30,84259,12,1,0
46,98875,15,1,1
46,45990,17,0,1
45,71110,16,0,0
24,93278,12,1,1
57,90001,13,0,1
58,72589,13,0,1
38,43376,15,0,1
51,48116,13,1,1
35,40493,14,1,1
46,87483,14,0,1
22,76469,13,1,1
45,87234,17,0,1
53,41050,12,1,1
21,54972,12,0,0
32,71671,14,1,1
21,81112,14,1,0
31,60463,12,0,0
21,47452,13,0,0
23,65544,17,0,0
38,47671,15,0,0
51,65828,14,0,1
30,45324,17,1,1
21,77925,13,1,1
20,69567,13,1,0
32,49193,15,1,1
40,64517,12,0,1
46,45249,16,1,0
46,83241,15,1,1
21,94056,14,0,1
56,95634,15,0,0
59,53560,14,1,1
36,79082,14,0,1
53,96661,17,0,1
49,74880,14,0,0
56,45456,17,0,0
40,44777,13,1,0
46,62764,12,0,0
27,89191,16,1,0
49,76063,17,0,0
28,95909,12,1,1
49,80044,13,1,0
35,46616,13,0,0
36,49331,13,0,0
50,45659,13,0,1
29,46812,17,1,1
49,89210,17,1,1
47,47137,12,1,1
51,82945,15,1,0
25,74326,15,0,0
41,80013,14,1,1
32,79182,16,0,1
36,86052,16,1,1
32,55449,15,0,1
48,68064,15,0,1
29,91398,17,0,0
45,91473,14,0,1
56,41063,15,1,1
56,41028,15,0,1
56,60084,17,0,0
37,88282,15,1,1
44,76958,17,0,1
43,47310,15,1,0
39,67832,16,1,0
34,84122,16,0,1
47,96081,15,0,1
43,48148,15,1,1
34,87132,17,1,1
36,57195,15,0,1
49,52547,15,1,1
48,88576,14,1,1
32,73804,14,0,0
20,49811,15,0,0
59,50302,17,1,1
47,70334,15,0,1
40,53879,17,1,1
39,78591,17,1,1
28,44538,17,0,1
25,78228,12,1,1
27,83529,12,0,1
50,96232,15,1,1
22,62321,14,0,1
55,81155,12,0,0
28,58015,14,0,1
36,65869,15,0,0
36,65943,17,1,1
59,92498,14,0,1
27,73023,12,1,1
20,59004,17,0,0
42,81287,14,0,0
56,78572,14,1,1
57,76272,12,1,0
33,59243,17,0,1
27,48150,15,1,1
25,99881,13,0,1
57,78583,13,0,1
33,98027,17,0,0
55,81012,14,0,1
43,85237,17,0,1
34,91606,15,0,1
25,57730,17,0,0
41,69678,16,0,1
46,50806,16,1,1
46,75781,17,0,0
30,90767,17,1,0
59,99391,16,0,1
45,93127,14,1,1
27,72633,16,0,0
41,92186,17,0,1
29,57302,16,1,0
48,74466,15,1,0
33,70940,14,0,1
59,46404,14,1,1
32,46121,16,0,1
35,88103,17,0,0
56,47607,16,1,1
29,51337,16,1,0
26,55440,17,0,0
41,88060,17,1,1
59,93530,13,0,1
42,43877,14,1,0
32,70590,17,0,0
56,57453,12,0,0
46,52154,13,1,0
55,97830,15,1,1
44,46468,13,0,1
28,49611,12,1,0
21,99069,17,1,0
43,40402,17,1,1
50,78880,16,0,1
26,79127,12,0,1
30,66000,14,1,1
25,83135,16,0,0
41,69837,15,1,1
24,43331,16,1,1
21,53552,14,1,0
32,42444,14,0,1
23,71867,14,0,1
40,48113,15,1,0
34,54151,14,0,1
31,58268,15,1,1
28,99674,14,1,0
33,58523,15,1,1
54,99784,14,1,1
55,88997,16,0,1
26,68829,16,0,1
28,73381,16,1,1
34,69925,13,0,1
52,58873,17,1,1
37,46843,14,1,1
53,82032,16,1,1
37,88271,16,0,1
48,61497,12,1,0
38,47905,15,1,0
40,84550,16,1,1
25,80135,14,0,0
45,86535,13,1,1
50,94436,16,0,0
53,54484,17,0,1
54,65000,17,0,1
51,65776,12,0,1
33,40235,14,1,0
35,66708,12,1,1
24,69089,16,1,1
45,42723,12,0,1
50,60694,14,1,1
35,91770,13,1,1
46,99277,12,0,1
34,64494,17,0,1
24,92675,17,0,1
50,89522,15,1,1
43,59274,12,1,1
52,44128,17,1,1
46,90048,14,0,0
27,49480,12,0,1
32,62590,13,0,1
55,91619,17,0,1
59,46850,16,1,1
32,59466,12,1,0
57,60656,16,1,1
53,82271,16,0,0
37,52243,16,0,0
28,74238,15,0,0
25,94773,14,1,0
49,41363,13,1,0
